DOCUMENT_ID,DOCUMENT_NAME,FAMILY_ID,DOCUMENT_SLUG,FAMILY_SUMMARY,TEXT_BLOCK_ID,PASSAGE_INDEX,TEXT_PASSAGE,PASSAGE_TYPE,LANGUAGE,TOPIC_LABELLERS,TOPIC_IDS,TOPIC_LABELLED_TEXTS
CCLW.document.i00005356.n0000,"The National Climate Change (Climate Change Mechanisms) Regulations, 2025",CCLW.family.i00005355.n0000,the-national-climate-change-climate-change-mechanisms-regulations-2025_4cae,"<p>The National Climate Change (Climate Change Mechanisms) Regulations, 2025 provide an administrative framework to operationalise national and international climate commitments in Uganda, following the legal framework given in the National Climate Change Act 2021. These regulations define the roles and sequential protocol for verifiers of emissions reduction units, as well as mechanisms projects and the operation of emissions trading.</p>",019cd993-4b59-7601-8c7d-79da9a9581cb,33,A verifier seeking to renew a certificate of registration shall apply to the Commissioner in Form 1 set out in Schedule 2 to these Regulations.,Text,en,,,
CCLW.document.i00005356.n0000,"The National Climate Change (Climate Change Mechanisms) Regulations, 2025",CCLW.family.i00005355.n0000,the-national-climate-change-climate-change-mechanisms-regulations-2025_4cae,"<p>The National Climate Change (Climate Change Mechanisms) Regulations, 2025 provide an administrative framework to operationalise national and international climate commitments in Uganda, following the legal framework given in the National Climate Change Act 2021. These regulations define the roles and sequential protocol for verifiers of emissions reduction units, as well as mechanisms projects and the operation of emissions trading.</p>",019cd993-4b59-7601-8c7d-79f992b00e85,34,PART IV - APPROVAL OF CLIMATE CHANGE MECHANISMS PROJECTS,title,en,,,
CCLW.document.i00005356.n0000,"The National Climate Change (Climate Change Mechanisms) Regulations, 2025",CCLW.family.i00005355.n0000,the-national-climate-change-climate-change-mechanisms-regulations-2025_4cae,"<p>The National Climate Change (Climate Change Mechanisms) Regulations, 2025 provide an administrative framework to operationalise national and international climate commitments in Uganda, following the legal framework given in the National Climate Change Act 2021. These regulations define the roles and sequential protocol for verifiers of emissions reduction units, as well as mechanisms projects and the operation of emissions trading.</p>",019cd993-4b59-7601-8c7d-7a03180c6a57,35,9. Request to participate in climate change mechanisms,sectionHeading,en,,,
CCLW.document.i00005356.n0000,"The National Climate Change (Climate Change Mechanisms) Regulations, 2025",CCLW.family.i00005355.n0000,the-national-climate-change-climate-change-mechanisms-regulations-2025_4cae,"<p>The National Climate Change (Climate Change Mechanisms) Regulations, 2025 provide an administrative framework to operationalise national and international climate commitments in Uganda, following the legal framework given in the National Climate Change Act 2021. These regulations define the roles and sequential protocol for verifiers of emissions reduction units, as well as mechanisms projects and the operation of emissions trading.</p>",019cd993-4cbe-7ac1-8a91-da6ea86b0341,36,"(1) A project proponent who wishes to participate in a climate change mechanism shall, before commencing the climate change mechanism project, submit to the Minister a request in Form 3 set out in Schedule 2 to these Regulations.
(2) The request referred to in subregulation (1) shall state
(a) the name and contact details of the applicant;
(b) the legal nature of the applicant;
(c) the geographical location of the proposed project for the climate change mechanism, indicating the coordinates, where applicable; and
(d) any other information as may be required by the Minister.
(3) The request referred to in subregulation (1) shall be accompanied by-
(a) a project idea note in the form set out in Form 4 of Schedule 2 to these Regulations; and
(b) proof of registration of the project proponent in Uganda.
10. Consideration of request to participate in climate change mechanisms
(1) The Minister shall consider a request to participate in a climate change mechanism within twenty-one working days from the date of receipt of the request.
(2) Where the Minister requests for additional information under regulation 9 (2) (d), the project proponent shall submit the information within seven working days. 11. Grant of letter of no objection
(1) The Minister may, upon being satisfied with a request to participate in a climate change mechanism, grant a letter of no objection to a project proponent in Form 5 set out in Schedule 2 to these Regulations.
(2) The letter of no objection shall permit the project proponent to carry out feasibility studies on the proposed climate change mechanism project.",List,en,,,
CCLW.document.i00005356.n0000,"The National Climate Change (Climate Change Mechanisms) Regulations, 2025",CCLW.family.i00005355.n0000,the-national-climate-change-climate-change-mechanisms-regulations-2025_4cae,"<p>The National Climate Change (Climate Change Mechanisms) Regulations, 2025 provide an administrative framework to operationalise national and international climate commitments in Uganda, following the legal framework given in the National Climate Change Act 2021. These regulations define the roles and sequential protocol for verifiers of emissions reduction units, as well as mechanisms projects and the operation of emissions trading.</p>",019cd993-4b59-7601-8c7d-7b035e090224,37,12. Refusal to grant letter of no objection,sectionHeading,en,,,
CCLW.document.i00005356.n0000,"The National Climate Change (Climate Change Mechanisms) Regulations, 2025",CCLW.family.i00005355.n0000,the-national-climate-change-climate-change-mechanisms-regulations-2025_4cae,"<p>The National Climate Change (Climate Change Mechanisms) Regulations, 2025 provide an administrative framework to operationalise national and international climate commitments in Uganda, following the legal framework given in the National Climate Change Act 2021. These regulations define the roles and sequential protocol for verifiers of emissions reduction units, as well as mechanisms projects and the operation of emissions trading.</p>",019cd993-4b59-7601-8c7d-7b185221c486,38,"Where the Minister refuses to grant a letter of no objection, he or she shall inform the applicant in writing, stating the reasons for the refusal.",Text,en,,,
CCLW.document.i00005356.n0000,"The National Climate Change (Climate Change Mechanisms) Regulations, 2025",CCLW.family.i00005355.n0000,the-national-climate-change-climate-change-mechanisms-regulations-2025_4cae,"<p>The National Climate Change (Climate Change Mechanisms) Regulations, 2025 provide an administrative framework to operationalise national and international climate commitments in Uganda, following the legal framework given in the National Climate Change Act 2021. These regulations define the roles and sequential protocol for verifiers of emissions reduction units, as well as mechanisms projects and the operation of emissions trading.</p>",019cd993-4b59-7601-8c7d-7b205af133f6,39,13. Validity of letter of no objection,List,en,,,
CCLW.document.i00005356.n0000,"The National Climate Change (Climate Change Mechanisms) Regulations, 2025",CCLW.family.i00005355.n0000,the-national-climate-change-climate-change-mechanisms-regulations-2025_4cae,"<p>The National Climate Change (Climate Change Mechanisms) Regulations, 2025 provide an administrative framework to operationalise national and international climate commitments in Uganda, following the legal framework given in the National Climate Change Act 2021. These regulations define the roles and sequential protocol for verifiers of emissions reduction units, as well as mechanisms projects and the operation of emissions trading.</p>",019cd993-4b59-7601-8c7d-7b3d111108ec,40,A letter of no objection issued under these Regulations is valid for a period of twenty-four months from the date of issue.,Text,en,,,
CCLW.document.i00005356.n0000,"The National Climate Change (Climate Change Mechanisms) Regulations, 2025",CCLW.family.i00005355.n0000,the-national-climate-change-climate-change-mechanisms-regulations-2025_4cae,"<p>The National Climate Change (Climate Change Mechanisms) Regulations, 2025 provide an administrative framework to operationalise national and international climate commitments in Uganda, following the legal framework given in the National Climate Change Act 2021. These regulations define the roles and sequential protocol for verifiers of emissions reduction units, as well as mechanisms projects and the operation of emissions trading.</p>",019cd993-4b59-7601-8c7d-7b41bb4147d1,41,14. Cancellation of letter of no objection,sectionHeading,en,,,
CCLW.document.i00005356.n0000,"The National Climate Change (Climate Change Mechanisms) Regulations, 2025",CCLW.family.i00005355.n0000,the-national-climate-change-climate-change-mechanisms-regulations-2025_4cae,"<p>The National Climate Change (Climate Change Mechanisms) Regulations, 2025 provide an administrative framework to operationalise national and international climate commitments in Uganda, following the legal framework given in the National Climate Change Act 2021. These regulations define the roles and sequential protocol for verifiers of emissions reduction units, as well as mechanisms projects and the operation of emissions trading.</p>",019cd993-4b59-7601-8c7d-7b5e17740808,42,The Minister may cancel a letter of no objection where a project proponent-,Text,en,,,
CCLW.document.i00005356.n0000,"The National Climate Change (Climate Change Mechanisms) Regulations, 2025",CCLW.family.i00005355.n0000,the-national-climate-change-climate-change-mechanisms-regulations-2025_4cae,"<p>The National Climate Change (Climate Change Mechanisms) Regulations, 2025 provide an administrative framework to operationalise national and international climate commitments in Uganda, following the legal framework given in the National Climate Change Act 2021. These regulations define the roles and sequential protocol for verifiers of emissions reduction units, as well as mechanisms projects and the operation of emissions trading.</p>",019cd993-4cbe-7ac1-8a91-da7036926bbe,43,"(a) submitted false information under regulation 9; or
